Actors,Film ID 
 Keye Luke,6d9e1900-6589-43ae-b80f-863d03cbbdaa
 Roland Got,6d9e1900-6589-43ae-b80f-863d03cbbdaa
 Ching Wah Lee,6d9e1900-6589-43ae-b80f-863d03cbbdaa
 Harold Huber,6d9e1900-6589-43ae-b80f-863d03cbbdaa
 Olaf Hytten,6d9e1900-6589-43ae-b80f-863d03cbbdaa
 William Law,6d9e1900-6589-43ae-b80f-863d03cbbdaa
 Mary Wong,6d9e1900-6589-43ae-b80f-863d03cbbdaa
 Maly Wong,6d9e1900-6589-43ae-b80f-863d03cbbdaa
 Suzanna Kim,6d9e1900-6589-43ae-b80f-863d03cbbdaa
 Caroline Chew,6d9e1900-6589-43ae-b80f-863d03cbbdaa
 Chester Gan,6d9e1900-6589-43ae-b80f-863d03cbbdaa
 Miki Morita,6d9e1900-6589-43ae-b80f-863d03cbbdaa
 Philip Ahn,6d9e1900-6589-43ae-b80f-863d03cbbdaa
 Lotus Liu,6d9e1900-6589-43ae-b80f-863d03cbbdaa
 Sammee Tong,6d9e1900-6589-43ae-b80f-863d03cbbdaa
 Richard Loo,6d9e1900-6589-43ae-b80f-863d03cbbdaa
 Peach Seller,6d9e1900-6589-43ae-b80f-863d03cbbdaa
 Charles B. Middleton,6d9e1900-6589-43ae-b80f-863d03cbbdaa
Ronald Colman,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Jane Wyatt,20f2a079-71bd-4c1c-aff7-46237962b8cb
 John Howard,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Margo,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Edward Everett Horton,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Thomas Mitchell,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Isabel Jewell,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Ronald L. Coleman,20f2a079-71bd-4c1c-aff7-46237962b8cb
 H.B. Warner,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Sam Jaffe,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Hugh Buckler,20f2a079-71bd-4c1c-aff7-46237962b8cb
 David Torrence,20f2a079-71bd-4c1c-aff7-46237962b8cb
 John Miltern,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Lawrence Grant,20f2a079-71bd-4c1c-aff7-46237962b8cb
 John Burton,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Neil Fitzgerald,20f2a079-71bd-4c1c-aff7-46237962b8cb
 John T. Murray,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Max Rabinowitz,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Jeremy Irons Sr.,20f2a079-71bd-4c1c-aff7-46237962b8cb
 John Tettener,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Boyd Irwin,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Leonard Mudie,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Norman Ainsley,20f2a079-71bd-4c1c-aff7-46237962b8cb
 David Clyde,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Val Duran,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Wryley Birch,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Noble Johnson,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Denis DAuburn,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Milton A. Owen,20f2a079-71bd-4c1c-aff7-46237962b8cb
 George Chan,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Eric Wilton,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Chief John Big Tree,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Richard Loo,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Willie Fung,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Beatrice Curtis,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Mary Lou Dix,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Beatrice Blinn,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Margaret McWade,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Arthur Rankin,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Henry Mowbray,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Wedgewood Nowell,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Ruth Robinson,20f2a079-71bd-4c1c-aff7-46237962b8cb
 Carl Stockdale,20f2a079-71bd-4c1c-aff7-46237962b8cb
Katharine Hepburn,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Ginger Rogers,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Adolphe Menjou,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Constance Collier,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Gail Patrick,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Lucille Ball,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Eve Arden,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Ann Miller,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Samuel S. Hinds,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Franklin Pangborn,5a739df8-434b-46e9-82c0-9b8f71c9c946
 William Corson,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Pierre Watkin,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Grady Sutton,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Frank Reicher,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Phyllis Kennedy,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Margaret Early,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Andrea Leeds,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Elizabeth Dunne,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Jack Carson,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Fred Santley,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Jane Rhodes,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Jean Rouverol,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Norma Drury,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Peggy ODonnell,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Harriet Brandon,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Katherine Alexander,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Huntly Gordon,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Ralph Forbes,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Adele Pearce,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Mary Forbes,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Huntley Gordon,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Lynton Brent,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Theodore von Eltz,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Jack Rice,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Whitey,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Harry Strang,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Bob Perry,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Larry Steers,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Mary Bovard,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Frances Gifford,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Josephine Whittell,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Ada Leonard,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Mary Jane Shower,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Diana Gibson,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Lynda Grey,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Alison Craig,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Lynn Gabriel,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Jack Gardner,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Ben Hendricks Jr.,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Linda Gray,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Jack Gargan,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Theodore Kosloff,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Gerda Mora,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Julie Kingdon,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Al Hill,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Byron Stevens,5a739df8-434b-46e9-82c0-9b8f71c9c946
 DArcy Corrigan,5a739df8-434b-46e9-82c0-9b8f71c9c946
 Philip Morris,5a739df8-434b-46e9-82c0-9b8f71c9c946
Janet Gaynor,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Fredric March,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Adolphe Menjou,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Andy Devine,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 May Robson,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Lionel Stander,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Owen Moore,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Elizabeth Jenns,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 J.C. Nugent,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Clara Blandick,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 A.W. Sweatt,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Peggy Wood,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Franklin Pangborn,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Edgar Kennedy,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Adrian Rosley,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Arthur Hoyt,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Guinn Big Boy Williams,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Vince Barnett,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Paul Stanton,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Robert Emmett OConnor,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Olin Howland,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Irving Bacon,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Jonathan Hale,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Francis Ford,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Ken Howell,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Eddie Kane,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Kenneth Howell,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Chris-Pin Martin,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Ursula Kent,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Claude King,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Robert E. Homans,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Lee Phelps,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 David Newell,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Wade Boteler,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Marshall Neilan,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Leonard Walker,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Fred Snowflake Toones,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Gayne Whitman,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Jed Prouty,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Clarence Wilson,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 George Chandler,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Trixie Friganza,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Jane Barnes,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Pat Flaherty,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Charles Williams,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Carlton Elliott Griffin,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Billy Dooley,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Helene Chadwick,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Harry Hayden,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Carole Landis,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Edwin Maxwell,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Ferdinand Munier,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Robert E. OConnor,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Lana Turner,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Dennis OKeefe,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 Billy Coe,ea80da77-0642-48c5-a2eb-1d03fb856d2f
 I. Stanford Jolley,ea80da77-0642-48c5-a2eb-1d03fb856d2f
Errol Flynn,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Olivia de Havilland,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Basil Rathbone,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Claude Rains,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Eugene Pallette,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Alan Hale,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Una OConnor,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Patric Knowles,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Melville Cooper,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Herbert Mundin,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Montagu Love,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Ian Hunter,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Robert Warwick,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Leonard Willey,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Harry Cording,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Howard Hill,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Robert Noble,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Kenneth Hunter,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Colin Kenny,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Lester Matthews,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Ivan Simpson,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 James Baker,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Charles McNaughton,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Wilfred Lucas,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Lionel Belmore,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Janet Shaw,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Reginald Sheffield,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Crauford Kent,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Austin Fairman,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Hal Brazeale,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Holmes Herbert,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Leonard Mudie,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Herbert Evans,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Alec Harford,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Peter Hobbes,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Leyland Hodgson,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Olaf Hytten,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Marten Lamont,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 Val Stanton,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
 John Sutton,bec32b70-fccd-4f50-b68d-88cca2d2fc7b
Tyrone Power,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Alice Faye,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Don Ameche,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Ethel Merman,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Jack Haley,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Jean Hersholt,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Helen Westley,a380741f-f2ba-415d-a5b5-f81f826f93a7
 John Carradine,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Paul Hurst,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Wally Vernon,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Ruth Terry,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Douglas Fowley,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Chick Chandler,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Eddie Collins,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Joseph Crehan,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Robert Gleckler,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Dixie Dunbar,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Joe King,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Charles Coleman,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Stanley Andrews,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Charles Williams,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Jane Jones,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Otto H. Fries,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Mel Kalish,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Grady Sutton,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Selmer Jackson,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Tyler Brooke,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Selmar Jackson,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Don Douglas,a380741f-f2ba-415d-a5b5-f81f826f93a7
 James Flavin,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Jack Pennick,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Harold Goodwin,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Edward Keane,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Ralph Dunn,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Paul McVey,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Charles Tannen,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Robert Lowery,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Eleanor Wesselhoeft,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Cully Richards,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Arthur Rankin,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Cecil Weston,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Kay Griffith,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Sam Ash,a380741f-f2ba-415d-a5b5-f81f826f93a7
 A.S. Byron,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Creighton Chaney,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Edwin Stanley,a380741f-f2ba-415d-a5b5-f81f826f93a7
 Lynne Barkley,a380741f-f2ba-415d-a5b5-f81f826f93a7
Spencer Tracy,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Mickey Rooney,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Henry Hull,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Leslie Fenton,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Addison Richards,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Edward Norris,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Gene Reynolds,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Minor Watson,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Jonathan Hale,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Bobs Watson,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Martin Spellman,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Mickey Rentschler,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Frankie Thomas,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Jimmy Butler,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Sidney Miller,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Robert Emmett Keane,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Victor Kilian,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 John Hamilton,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Arthur Ayleswofth,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 John Wray,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Barbara Bedford,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Orville Caldwell,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Roger Converse,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Donald Haines,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 George Humbert,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Gladden James,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Tommy Noonan,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Jay Novello,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Kane Richmond,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 William Worthington,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Walter Young,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 Al Hill,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
 John Walsh,ebce9bc4-4abc-4b48-929f-30a29b1edd7d
Robert Donat,84a31ac1-04d7-4810-af0a-b639d529f159
 Rosalind Russell,84a31ac1-04d7-4810-af0a-b639d529f159
 Ralph Richardson,84a31ac1-04d7-4810-af0a-b639d529f159
 Rex Harrison,84a31ac1-04d7-4810-af0a-b639d529f159
 Emlyn Williams,84a31ac1-04d7-4810-af0a-b639d529f159
 Mary Clare,84a31ac1-04d7-4810-af0a-b639d529f159
 Penelope Dudley-Ward,84a31ac1-04d7-4810-af0a-b639d529f159
 Francis L. Sullivan,84a31ac1-04d7-4810-af0a-b639d529f159
 Cecil Parker,84a31ac1-04d7-4810-af0a-b639d529f159
 Nora Swinburne,84a31ac1-04d7-4810-af0a-b639d529f159
 Edward Chapman,84a31ac1-04d7-4810-af0a-b639d529f159
 Athene Seyler,84a31ac1-04d7-4810-af0a-b639d529f159
 Felix Aylmer,84a31ac1-04d7-4810-af0a-b639d529f159
 Joyce Bland,84a31ac1-04d7-4810-af0a-b639d529f159
 Percy Parsons,84a31ac1-04d7-4810-af0a-b639d529f159
 Dilys Davies,84a31ac1-04d7-4810-af0a-b639d529f159
 Basil Gill,84a31ac1-04d7-4810-af0a-b639d529f159
 Joss Ambler,84a31ac1-04d7-4810-af0a-b639d529f159
 Bernard Miles,84a31ac1-04d7-4810-af0a-b639d529f159
 Kynaston Reeves,84a31ac1-04d7-4810-af0a-b639d529f159
 Josephine Wilson,84a31ac1-04d7-4810-af0a-b639d529f159
 Haidee Wright,84a31ac1-04d7-4810-af0a-b639d529f159
 Charles Quartermaine,84a31ac1-04d7-4810-af0a-b639d529f159
 Angela Baddeley,84a31ac1-04d7-4810-af0a-b639d529f159
 Eliot Makeham,84a31ac1-04d7-4810-af0a-b639d529f159
 Joan Kemp-Welch,84a31ac1-04d7-4810-af0a-b639d529f159
 Bombardier Billy Wells,84a31ac1-04d7-4810-af0a-b639d529f159
 Leslie Phillips,84a31ac1-04d7-4810-af0a-b639d529f159
 Jane Barrett,84a31ac1-04d7-4810-af0a-b639d529f159
Bette Davis,ae377884-4d60-47f5-893a-1d2577eb6405
 George Brent,ae377884-4d60-47f5-893a-1d2577eb6405
 Humphrey Bogart,ae377884-4d60-47f5-893a-1d2577eb6405
 Geraldine Fitzgerald,ae377884-4d60-47f5-893a-1d2577eb6405
 Ronald Reagan,ae377884-4d60-47f5-893a-1d2577eb6405
 Cora Witherspoon,ae377884-4d60-47f5-893a-1d2577eb6405
 Henry Travers,ae377884-4d60-47f5-893a-1d2577eb6405
 Dorothy Peterson,ae377884-4d60-47f5-893a-1d2577eb6405
 Virginia Brissac,ae377884-4d60-47f5-893a-1d2577eb6405
 Charles Richman,ae377884-4d60-47f5-893a-1d2577eb6405
 Herbert Rawlinson,ae377884-4d60-47f5-893a-1d2577eb6405
 Leonard Mudie,ae377884-4d60-47f5-893a-1d2577eb6405
 Fay Helm,ae377884-4d60-47f5-893a-1d2577eb6405
 Lotta Williams,ae377884-4d60-47f5-893a-1d2577eb6405
 Diane Bernard,ae377884-4d60-47f5-893a-1d2577eb6405
 Jack Mower,ae377884-4d60-47f5-893a-1d2577eb6405
 William Worthington,ae377884-4d60-47f5-893a-1d2577eb6405
 Alexander Leftwich,ae377884-4d60-47f5-893a-1d2577eb6405
 Ila Rhodes,ae377884-4d60-47f5-893a-1d2577eb6405
 Frank Darien,ae377884-4d60-47f5-893a-1d2577eb6405
 Stuart Holmes,ae377884-4d60-47f5-893a-1d2577eb6405
 John Harron,ae377884-4d60-47f5-893a-1d2577eb6405
 John Ridgely,ae377884-4d60-47f5-893a-1d2577eb6405
 Rosella Towne,ae377884-4d60-47f5-893a-1d2577eb6405
 Edgar Edwards,ae377884-4d60-47f5-893a-1d2577eb6405
 Lottie Williams,ae377884-4d60-47f5-893a-1d2577eb6405
 Jeffrey Sayre,ae377884-4d60-47f5-893a-1d2577eb6405
 Will Morgan,ae377884-4d60-47f5-893a-1d2577eb6405
 Wedgewood Nowell,ae377884-4d60-47f5-893a-1d2577eb6405
 Nat Carr,ae377884-4d60-47f5-893a-1d2577eb6405
 Eddie Graham,ae377884-4d60-47f5-893a-1d2577eb6405
 Jack Goodrich,ae377884-4d60-47f5-893a-1d2577eb6405
 Maris Wrixon,ae377884-4d60-47f5-893a-1d2577eb6405
 Richard Bond,ae377884-4d60-47f5-893a-1d2577eb6405
 Wilda Bennett,ae377884-4d60-47f5-893a-1d2577eb6405
 Leyland Hodgson,ae377884-4d60-47f5-893a-1d2577eb6405
 Mary Currier,ae377884-4d60-47f5-893a-1d2577eb6405
 David Newell,ae377884-4d60-47f5-893a-1d2577eb6405
 Marian Alden,ae377884-4d60-47f5-893a-1d2577eb6405
 Paulette Evans,ae377884-4d60-47f5-893a-1d2577eb6405
 Frank Mayo,ae377884-4d60-47f5-893a-1d2577eb6405
 Sidney Bracey,ae377884-4d60-47f5-893a-1d2577eb6405
 Speirs Buskell,ae377884-4d60-47f5-893a-1d2577eb6405
Robert Donat,72360bec-f930-4772-beac-21bee3e92055
 Greer Garson,72360bec-f930-4772-beac-21bee3e92055
 John Mills,72360bec-f930-4772-beac-21bee3e92055
 Terry Kilburn,72360bec-f930-4772-beac-21bee3e92055
 Paul Henreid,72360bec-f930-4772-beac-21bee3e92055
 Paul Von Hernried,72360bec-f930-4772-beac-21bee3e92055
 Judith Furse,72360bec-f930-4772-beac-21bee3e92055
 Lyn Harding,72360bec-f930-4772-beac-21bee3e92055
 Milton Rosmer,72360bec-f930-4772-beac-21bee3e92055
 Frederick Leister,72360bec-f930-4772-beac-21bee3e92055
 Louise Hampton,72360bec-f930-4772-beac-21bee3e92055
 Austin Trevor,72360bec-f930-4772-beac-21bee3e92055
 David Tree,72360bec-f930-4772-beac-21bee3e92055
 Edmund Breon,72360bec-f930-4772-beac-21bee3e92055
 Jill Furse,72360bec-f930-4772-beac-21bee3e92055
 Guy Middleton,72360bec-f930-4772-beac-21bee3e92055
 Nigel Stock,72360bec-f930-4772-beac-21bee3e92055
 Scott Sunderland,72360bec-f930-4772-beac-21bee3e92055
